block_path,block_type,mask_type,parameter,value,value_class
"four_phase_ideal_digital_iqcot/Mosfet2/Ideal Switch/Model/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Ideal Switch/Model/status",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Ideal Switch/g",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Ideal Switch/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Measurement list/In1",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Measurement list/Out1",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/S",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Selector",Selector,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/g",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Add",Sum,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/D",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Diode/Model/0 1",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Diode/Model/Gain",Gain,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Diode/Model/Measurement list/In1",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Diode/Model/Measurement list/Out1",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Diode/Model/Saturation",Saturate,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Diode/Model/Sum",Sum,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Diode/Model/Switch",Switch,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Diode/Model/Uswitch",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Diode/Model/eee",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Diode/Model/gate",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Diode/Model/iSwitch",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Diode/Model/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Diode/Model/status",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Diode/Model/vf",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Diode/a",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Diode/k",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Diode/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Ideal Switch/1",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Ideal Switch/2",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Ideal Switch/Model/0 1",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Ideal Switch/Model/1//Rsw",Gain,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Ideal Switch/Model/Data Type Conversion",DataTypeConversion,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Ideal Switch/Model/Measurement list/In1",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Ideal Switch/Model/Measurement list/Out1",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Ideal Switch/Model/Switch",Switch,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Ideal Switch/Model/Uswitch",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Ideal Switch/Model/g",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Ideal Switch/Model/gate",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Ideal Switch/Model/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Ideal Switch/Model/status",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Ideal Switch/g",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Ideal Switch/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Measurement list/In1",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Measurement list/Out1",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/S",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Selector",Selector,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/g",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Add",Sum,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/D",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Diode/Model/0 1",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Diode/Model/Gain",Gain,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Diode/Model/Measurement list/In1",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Diode/Model/Measurement list/Out1",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Diode/Model/Saturation",Saturate,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Diode/Model/Sum",Sum,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Diode/Model/Switch",Switch,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Diode/Model/Uswitch",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Diode/Model/eee",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Diode/Model/gate",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Diode/Model/iSwitch",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Diode/Model/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Diode/Model/status",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Diode/Model/vf",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Diode/a",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Diode/k",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Diode/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Ideal Switch/1",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Ideal Switch/2",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Ideal Switch/Model/0 1",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Ideal Switch/Model/1//Rsw",Gain,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Ideal Switch/Model/Data Type Conversion",DataTypeConversion,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Ideal Switch/Model/Measurement list/In1",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Ideal Switch/Model/Measurement list/Out1",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Ideal Switch/Model/Switch",Switch,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Ideal Switch/Model/Uswitch",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Ideal Switch/Model/g",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Ideal Switch/Model/gate",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Ideal Switch/Model/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Ideal Switch/Model/status",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Ideal Switch/g",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Ideal Switch/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Measurement list/In1",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Measurement list/Out1",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/S",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Selector",Selector,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/g",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Add",Sum,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/D",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Diode/Model/0 1",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Diode/Model/Gain",Gain,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Diode/Model/Measurement list/In1",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Diode/Model/Measurement list/Out1",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Diode/Model/Saturation",Saturate,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Diode/Model/Sum",Sum,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Diode/Model/Switch",Switch,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Diode/Model/Uswitch",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Diode/Model/eee",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Diode/Model/gate",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Diode/Model/iSwitch",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Diode/Model/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Diode/Model/status",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Diode/Model/vf",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Diode/a",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Diode/k",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Diode/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Ideal Switch/1",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Ideal Switch/2",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Ideal Switch/Model/0 1",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Ideal Switch/Model/1//Rsw",Gain,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Ideal Switch/Model/Data Type Conversion",DataTypeConversion,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Ideal Switch/Model/Measurement list/In1",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Ideal Switch/Model/Measurement list/Out1",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Ideal Switch/Model/Switch",Switch,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Ideal Switch/Model/Uswitch",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Ideal Switch/Model/g",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Ideal Switch/Model/gate",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Ideal Switch/Model/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Ideal Switch/Model/status",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Ideal Switch/g",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Ideal Switch/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Measurement list/In1",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Measurement list/Out1",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/S",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Selector",Selector,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/g",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Add",Sum,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/D",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Diode/Model/0 1",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Diode/Model/Gain",Gain,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Diode/Model/Measurement list/In1",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Diode/Model/Measurement list/Out1",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Diode/Model/Saturation",Saturate,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Diode/Model/Sum",Sum,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Diode/Model/Switch",Switch,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Diode/Model/Uswitch",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Diode/Model/eee",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Diode/Model/gate",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Diode/Model/iSwitch",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Diode/Model/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Diode/Model/status",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Diode/Model/vf",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Diode/a",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Diode/k",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Diode/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Ideal Switch/1",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Ideal Switch/2",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Ideal Switch/Model/0 1",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Ideal Switch/Model/1//Rsw",Gain,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Ideal Switch/Model/Data Type Conversion",DataTypeConversion,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Ideal Switch/Model/Measurement list/In1",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Ideal Switch/Model/Measurement list/Out1",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Ideal Switch/Model/Switch",Switch,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Ideal Switch/Model/Uswitch",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Ideal Switch/Model/g",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Ideal Switch/Model/gate",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Ideal Switch/Model/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Ideal Switch/Model/status",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Ideal Switch/g",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Ideal Switch/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Measurement list/In1",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Measurement list/Out1",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/S",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Selector",Selector,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/g",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Add",Sum,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/D",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Diode/Model/0 1",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Diode/Model/Gain",Gain,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Diode/Model/Measurement list/In1",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Diode/Model/Measurement list/Out1",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Diode/Model/Saturation",Saturate,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Diode/Model/Sum",Sum,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Diode/Model/Switch",Switch,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Diode/Model/Uswitch",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Diode/Model/eee",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Diode/Model/gate",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Diode/Model/iSwitch",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Diode/Model/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Diode/Model/status",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Diode/Model/vf",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Diode/a",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Diode/k",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Diode/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Ideal Switch/1",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Ideal Switch/2",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Ideal Switch/Model/0 1",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Ideal Switch/Model/1//Rsw",Gain,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Ideal Switch/Model/Data Type Conversion",DataTypeConversion,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Ideal Switch/Model/Measurement list/In1",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Ideal Switch/Model/Measurement list/Out1",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Ideal Switch/Model/Switch",Switch,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Ideal Switch/Model/Uswitch",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Ideal Switch/Model/g",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Ideal Switch/Model/gate",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Ideal Switch/Model/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Ideal Switch/Model/status",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Ideal Switch/g",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Ideal Switch/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Measurement list/In1",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Measurement list/Out1",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/S",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Selector",Selector,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/g",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/OnDelay/Compare
To Constant/Compare",RelationalOperator,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/OnDelay/Compare
To Constant/Constant",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/OnDelay/Compare
To Constant/u",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/OnDelay/Compare
To Constant/y",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/OnDelay/Data Type Conversion",DataTypeConversion,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/OnDelay/Logical
Operator",Logic,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/OnDelay/u",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/OnDelay/y",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Add",Sum,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Compare
To Constant/Compare",RelationalOperator,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Compare
To Constant/Constant",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Compare
To Constant/u",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Compare
To Constant/y",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Compare
To Constant1/Compare",RelationalOperator,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Compare
To Constant1/Constant",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Compare
To Constant1/u",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Compare
To Constant1/y",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Compare
To Constant2/Compare",RelationalOperator,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Compare
To Constant2/Constant",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Compare
To Constant2/u",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Compare
To Constant2/y",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Compare
To Constant3/Compare",RelationalOperator,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Compare
To Constant3/Constant",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Compare
To Constant3/u",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Compare
To Constant3/y",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Compare
To Constant4/Compare",RelationalOperator,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Compare
To Constant4/Constant",Constant,,SampleTime,"inf",numeric_literal
