t_s,vout_V,iL_A,iload_A,vc_V,on,area_acc
3.37e-05,1.0007424161145342,14.005624889354598,10.0,0.008759128549960655,0.0,2.1660583470270278e-10
3.38e-05,1.0009510460632973,13.494884880848947,10.0,0.008742371579242837,0.0,4.038782647624092e-10
3.3900000000000004e-05,1.001131309276796,12.98443045880564,10.0,0.008727879104483612,0.0,6.15120553433729e-10
3.4e-05,1.001283222001054,12.474275583322987,10.0,0.008715650536212984,0.0,8.505444993468357e-10
3.41e-05,1.0014068012571484,11.964434195723165,10.0,0.008705685222539403,0.0,1.1103611414544176e-09
3.4200000000000005e-05,1.0015020648401547,11.454920218179158,10.0,0.008697982449214716,0.0,1.3947807537407658e-09
3.43e-05,1.0015690313180738,10.945747553342523,10.0,0.008692541439700633,0.0,1.7040128399560823e-09
3.44e-05,1.0016077200307343,10.436930083971966,10.0,0.008689361355237278,0.0,2.0382661283761057e-09
3.4500000000000005e-05,1.0016181510886797,9.928481672562777,10.0,0.00868844129491278,0.0,2.397748566587227e-09
3.46e-05,1.0016003453720332,9.420416160977043,10.0,0.008689780295734915,0.0,2.782667316297158e-09
3.47e-05,1.0015543245293408,8.912747370074802,10.0,0.008693377332704331,0.0,3.193228748171324e-09
3.48e-05,1.0014801109763916,8.405489099345955,10.0,0.008699231318889692,0.0,3.629638436695079e-09
3.49e-05,1.0013777278950242,7.898655126543141,10.0,0.008707341105504023,0.0,4.09210115506191e-09
3.5000000000000004e-05,1.001247199231909,7.392259207315434,10.0,0.008717705481982932,0.0,4.580820870087675e-09
3.51e-05,1.0010885496973074,6.886315074842926,10.0,0.00873032317606467,0.0,5.096000737151081e-09
3.52e-05,1.0009018047638167,6.38083643947224,10.0,0.008745192853871544,0.0,5.6378430951604485e-09
3.5300000000000004e-05,1.0006869906650897,5.875836988352935,10.0,0.008762313119993217,0.0,6.206549461546953e-09
3.54e-05,1.0004441343945372,5.371330385074819,10.0,0.008781682517571417,0.0,6.802320527284409e-09
3.55e-05,1.0002772438113858,9.66591336636061,10.0,0.0087953963416007,1.0,0.0
3.5600000000000005e-05,1.0004073684435857,14.67649869540251,10.0,0.008785434530584271,0.0,1.1480256967435245e-11
3.57e-05,1.0006532598626219,14.165414051026415,10.0,0.008765704531341867,0.0,1.6769633241066783e-10
3.58e-05,1.000870764900026,13.654596632374354,10.0,0.008748239666837172,0.0,3.476026772367777e-10
3.5900000000000005e-05,1.001059898782429,13.144060423379443,10.0,0.008733039429657342,0.0,5.514120755944438e-10
3.6e-05,1.0012206775128505,12.633819389689993,10.0,0.008720103249886726,0.0,7.793365589526712e-10
3.61e-05,1.0013531178696742,12.123887478295389,10.0,0.00870943049516925,0.0,1.031587400777079e-09
3.62e-05,1.0014572374055997,11.614278617152797,10.0,0.008701020470772971,0.0,1.3083751112312308e-09
3.63e-05,1.001533054446575,11.105006714814698,10.0,0.008694872419656007,0.0,1.609909431903144e-09
3.6400000000000004e-05,1.001580588090711,10.596085660057172,10.0,0.008690985522534155,0.0,1.9363993305570654e-09
3.65e-05,1.001599858207168,10.08752932150913,10.0,0.008689358897950474,0.0,2.2880529959106874e-09
3.66e-05,1.0015908854350302,9.579351547282231,10.0,0.008689991602346191,0.0,2.6650778324379007e-09
3.6700000000000004e-05,1.001553691182152,9.071566164601787,10.0,0.008692882630133637,0.0,3.067680455197237e-09
3.68e-05,1.0014882976239945,8.564186979438432,10.0,0.008698030913770166,0.0,3.496066684686064e-09
3.69e-05,1.001394727702428,8.057227776140698,10.0,0.008705435323834627,0.0,3.950441541720731e-09
3.7000000000000005e-05,1.0012730051245222,7.55070231706845,10.0,0.008715094669105057,0.0,4.431009242342736e-09
3.71e-05,1.0011231543613164,7.044624342227218,10.0,0.008727007696637938,0.0,4.937973192751086e-09
3.72e-05,1.0009452006465664,6.539007568903414,10.0,0.008741173091849259,0.0,5.471535984260915e-09
3.7300000000000005e-05,1.0007391699754724,6.033865691300461,10.0,0.008757589478597234,0.0,6.0318993882885106e-09
3.74e-05,1.0005050891033884,5.5292123801758315,10.0,0.008776255419266514,0.0,6.6192643513628705e-09
3.7500000000000003e-05,1.00028298092615,8.024518278413966,10.0,0.00879422558660727,1.0,0.0
