r027_case_id,target_label,target_load_A,load_drop_A,objective,objective_alpha_settle,tau_ai_us,delay_events,event_period_us_assumed,policy,source_policy,policy_kind,policy_role,selected_ref_slew_us,realized_ref_slew_us_in_offline_grid,ref_start_delay_us_for_simulink,delay_mode,offline_objective_score,offline_regret_vs_oracle,offline_undershoot_mV,offline_settle_time_us,offline_skip_count_est,offline_phase_std_ns,online_available_inputs_only,selection_basis,boundary,include_in_priority_run
R027_0224,near0A,0.001,39.999,base,0.0,0.5,1,0.5,naked_smooth_continuous,naked_smooth_continuous,smooth_continuous,negative_control,92.0,92.0,0.5,commit_after_tau_ai,16.5806953716813,0.0,10.0539336391869,53.058,2.0,98.5680813793168,True,quadratic_vertex; realized by nearest measured point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0225,near0A,0.001,39.999,base,0.0,1.0,2,0.5,fixed_40us_precommitted,fixed,fixed,baseline,40.0,40.0,0.0,precommitted,17.6835575226316,1.1028621509502976,10.8973455449204,21.8220000000001,2.0,110.846160114824,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0226,near0A,0.001,39.999,base,0.0,1.0,2,0.5,fixed_80us_precommitted,fixed,fixed,baseline,80.0,80.0,0.0,precommitted,17.205909835245,0.6252144635636974,10.1510195226028,47.812,2.0,123.524411768886,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0227,near0A,0.001,39.999,base,0.0,1.0,2,0.5,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,60.0,60.0,1.0,commit_after_tau_ai,16.8006726708387,0.2199772991573994,10.4520288239951,35.33,2.0,90.2632695423331,True,best prior dense+long simulated point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0228,near0A,0.001,39.999,base,0.0,1.0,2,0.5,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,86.0,86.0,1.0,commit_after_tau_ai,16.7842789699408,0.2035835982594989,10.0862888988401,50.2240000000001,2.0,106.937038966222,True,deployable calibrated risk table + smooth score surrogate,R027 plan only; switching evidence requires derived Simulink run,False
R027_0229,near0A,0.001,39.999,base,0.0,1.0,2,0.5,near_opt_band_clipping,near_opt_band_clipping,band_projection,offline_comparator,92.0,92.0,1.0,commit_after_tau_ai,16.5806953716813,0.0,10.0539336391869,53.058,2.0,98.5680813793168,False,clip naked candidate to empirical best+0.25 band,R027 plan only; switching evidence requires derived Simulink run,False
R027_0230,near0A,0.001,39.999,base,0.0,1.0,2,0.5,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,92.0,92.0,1.0,commit_after_tau_ai,16.5806953716813,0.0,10.0539336391869,53.058,2.0,98.5680813793168,False,best+0.50 band; skip=min in band; phase<=q75/120ns; settle<=q75 for settling-aware objectives,R027 plan only; switching evidence requires derived Simulink run,False
R027_0231,near0A,0.001,39.999,base,0.0,1.0,2,0.5,naked_smooth_continuous,naked_smooth_continuous,smooth_continuous,negative_control,92.0,92.0,1.0,commit_after_tau_ai,16.5806953716813,0.0,10.0539336391869,53.058,2.0,98.5680813793168,True,quadratic_vertex; realized by nearest measured point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0232,near0A,0.001,39.999,base,0.0,2.0,4,0.5,fixed_40us_precommitted,fixed,fixed,baseline,40.0,40.0,0.0,precommitted,17.6835575226316,1.1028621509502976,10.8973455449204,21.8220000000001,2.0,110.846160114824,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0233,near0A,0.001,39.999,base,0.0,2.0,4,0.5,fixed_80us_precommitted,fixed,fixed,baseline,80.0,80.0,0.0,precommitted,17.205909835245,0.6252144635636974,10.1510195226028,47.812,2.0,123.524411768886,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0234,near0A,0.001,39.999,base,0.0,2.0,4,0.5,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,60.0,60.0,2.0,commit_after_tau_ai,16.8006726708387,0.2199772991573994,10.4520288239951,35.33,2.0,90.2632695423331,True,best prior dense+long simulated point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0235,near0A,0.001,39.999,base,0.0,2.0,4,0.5,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,86.0,86.0,2.0,commit_after_tau_ai,16.7842789699408,0.2035835982594989,10.0862888988401,50.2240000000001,2.0,106.937038966222,True,deployable calibrated risk table + smooth score surrogate,R027 plan only; switching evidence requires derived Simulink run,False
R027_0236,near0A,0.001,39.999,base,0.0,2.0,4,0.5,near_opt_band_clipping,near_opt_band_clipping,band_projection,offline_comparator,92.0,92.0,2.0,commit_after_tau_ai,16.5806953716813,0.0,10.0539336391869,53.058,2.0,98.5680813793168,False,clip naked candidate to empirical best+0.25 band,R027 plan only; switching evidence requires derived Simulink run,False
R027_0237,near0A,0.001,39.999,base,0.0,2.0,4,0.5,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,92.0,92.0,2.0,commit_after_tau_ai,16.5806953716813,0.0,10.0539336391869,53.058,2.0,98.5680813793168,False,best+0.50 band; skip=min in band; phase<=q75/120ns; settle<=q75 for settling-aware objectives,R027 plan only; switching evidence requires derived Simulink run,False
R027_0238,near0A,0.001,39.999,base,0.0,2.0,4,0.5,naked_smooth_continuous,naked_smooth_continuous,smooth_continuous,negative_control,92.0,92.0,2.0,commit_after_tau_ai,16.5806953716813,0.0,10.0539336391869,53.058,2.0,98.5680813793168,True,quadratic_vertex; realized by nearest measured point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0239,near0A,0.001,39.999,base,0.0,5.0,10,0.5,fixed_40us_precommitted,fixed,fixed,baseline,40.0,40.0,0.0,precommitted,17.6835575226316,1.1028621509502976,10.8973455449204,21.8220000000001,2.0,110.846160114824,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0240,near0A,0.001,39.999,base,0.0,5.0,10,0.5,fixed_80us_precommitted,fixed,fixed,baseline,80.0,80.0,0.0,precommitted,17.205909835245,0.6252144635636974,10.1510195226028,47.812,2.0,123.524411768886,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0241,near0A,0.001,39.999,base,0.0,5.0,10,0.5,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,60.0,60.0,5.0,commit_after_tau_ai,16.8006726708387,0.2199772991573994,10.4520288239951,35.33,2.0,90.2632695423331,True,best prior dense+long simulated point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0242,near0A,0.001,39.999,base,0.0,5.0,10,0.5,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,86.0,86.0,5.0,commit_after_tau_ai,16.7842789699408,0.2035835982594989,10.0862888988401,50.2240000000001,2.0,106.937038966222,True,deployable calibrated risk table + smooth score surrogate,R027 plan only; switching evidence requires derived Simulink run,False
R027_0243,near0A,0.001,39.999,base,0.0,5.0,10,0.5,near_opt_band_clipping,near_opt_band_clipping,band_projection,offline_comparator,92.0,92.0,5.0,commit_after_tau_ai,16.5806953716813,0.0,10.0539336391869,53.058,2.0,98.5680813793168,False,clip naked candidate to empirical best+0.25 band,R027 plan only; switching evidence requires derived Simulink run,False
R027_0244,near0A,0.001,39.999,base,0.0,5.0,10,0.5,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,92.0,92.0,5.0,commit_after_tau_ai,16.5806953716813,0.0,10.0539336391869,53.058,2.0,98.5680813793168,False,best+0.50 band; skip=min in band; phase<=q75/120ns; settle<=q75 for settling-aware objectives,R027 plan only; switching evidence requires derived Simulink run,False
R027_0245,near0A,0.001,39.999,base,0.0,5.0,10,0.5,naked_smooth_continuous,naked_smooth_continuous,smooth_continuous,negative_control,92.0,92.0,5.0,commit_after_tau_ai,16.5806953716813,0.0,10.0539336391869,53.058,2.0,98.5680813793168,True,quadratic_vertex; realized by nearest measured point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0246,near0A,0.001,39.999,score_settle005,0.05,0.0,0,0.5,fixed_40us_precommitted,fixed,fixed,baseline,40.0,40.0,0.0,precommitted,18.7746575226316,0.310451028651201,10.8973455449204,21.8220000000001,2.0,110.846160114824,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0247,near0A,0.001,39.999,score_settle005,0.05,0.0,0,0.5,fixed_80us_precommitted,fixed,fixed,baseline,80.0,80.0,0.0,precommitted,19.596509835245,1.1323033412646026,10.1510195226028,47.812,2.0,123.524411768886,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0248,near0A,0.001,39.999,score_settle005,0.05,0.0,0,0.5,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,60.0,60.0,0.0,commit_after_tau_ai,18.5671726708387,0.10296617685830256,10.4520288239951,35.33,2.0,90.2632695423331,True,best prior dense+long simulated point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0249,near0A,0.001,39.999,score_settle005,0.05,0.0,0,0.5,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,60.0,60.0,0.0,commit_after_tau_ai,18.5671726708387,0.10296617685830256,10.4520288239951,35.33,2.0,90.2632695423331,True,deployable calibrated risk table + smooth score surrogate,R027 plan only; switching evidence requires derived Simulink run,False
R027_0250,near0A,0.001,39.999,score_settle005,0.05,0.0,0,0.5,near_opt_band_clipping,near_opt_band_clipping,band_projection,offline_comparator,60.0,60.0,0.0,commit_after_tau_ai,18.5671726708387,0.10296617685830256,10.4520288239951,35.33,2.0,90.2632695423331,False,clip naked candidate to empirical best+0.25 band,R027 plan only; switching evidence requires derived Simulink run,False
R027_0251,near0A,0.001,39.999,score_settle005,0.05,0.0,0,0.5,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,60.0,60.0,0.0,commit_after_tau_ai,18.5671726708387,0.10296617685830256,10.4520288239951,35.33,2.0,90.2632695423331,False,best+0.50 band; skip=min in band; phase<=q75/120ns; settle<=q75 for settling-aware objectives,R027 plan only; switching evidence requires derived Simulink run,False
R027_0252,near0A,0.001,39.999,score_settle005,0.05,0.0,0,0.5,naked_smooth_continuous,naked_smooth_continuous,smooth_continuous,negative_control,60.0,60.0,0.0,commit_after_tau_ai,18.5671726708387,0.10296617685830256,10.4520288239951,35.33,2.0,90.2632695423331,True,quadratic_vertex; realized by nearest measured point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0253,near0A,0.001,39.999,score_settle005,0.05,0.5,1,0.5,fixed_40us_precommitted,fixed,fixed,baseline,40.0,40.0,0.0,precommitted,18.7746575226316,0.310451028651201,10.8973455449204,21.8220000000001,2.0,110.846160114824,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0254,near0A,0.001,39.999,score_settle005,0.05,0.5,1,0.5,fixed_80us_precommitted,fixed,fixed,baseline,80.0,80.0,0.0,precommitted,19.596509835245,1.1323033412646026,10.1510195226028,47.812,2.0,123.524411768886,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0255,near0A,0.001,39.999,score_settle005,0.05,0.5,1,0.5,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,60.0,60.0,0.5,commit_after_tau_ai,18.5671726708387,0.10296617685830256,10.4520288239951,35.33,2.0,90.2632695423331,True,best prior dense+long simulated point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0256,near0A,0.001,39.999,score_settle005,0.05,0.5,1,0.5,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,60.0,60.0,0.5,commit_after_tau_ai,18.5671726708387,0.10296617685830256,10.4520288239951,35.33,2.0,90.2632695423331,True,deployable calibrated risk table + smooth score surrogate,R027 plan only; switching evidence requires derived Simulink run,False
R027_0257,near0A,0.001,39.999,score_settle005,0.05,0.5,1,0.5,near_opt_band_clipping,near_opt_band_clipping,band_projection,offline_comparator,60.0,60.0,0.5,commit_after_tau_ai,18.5671726708387,0.10296617685830256,10.4520288239951,35.33,2.0,90.2632695423331,False,clip naked candidate to empirical best+0.25 band,R027 plan only; switching evidence requires derived Simulink run,False
R027_0258,near0A,0.001,39.999,score_settle005,0.05,0.5,1,0.5,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,60.0,60.0,0.5,commit_after_tau_ai,18.5671726708387,0.10296617685830256,10.4520288239951,35.33,2.0,90.2632695423331,False,best+0.50 band; skip=min in band; phase<=q75/120ns; settle<=q75 for settling-aware objectives,R027 plan only; switching evidence requires derived Simulink run,False
R027_0259,near0A,0.001,39.999,score_settle005,0.05,0.5,1,0.5,naked_smooth_continuous,naked_smooth_continuous,smooth_continuous,negative_control,60.0,60.0,0.5,commit_after_tau_ai,18.5671726708387,0.10296617685830256,10.4520288239951,35.33,2.0,90.2632695423331,True,quadratic_vertex; realized by nearest measured point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0260,near0A,0.001,39.999,score_settle005,0.05,1.0,2,0.5,fixed_40us_precommitted,fixed,fixed,baseline,40.0,40.0,0.0,precommitted,18.7746575226316,0.310451028651201,10.8973455449204,21.8220000000001,2.0,110.846160114824,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0261,near0A,0.001,39.999,score_settle005,0.05,1.0,2,0.5,fixed_80us_precommitted,fixed,fixed,baseline,80.0,80.0,0.0,precommitted,19.596509835245,1.1323033412646026,10.1510195226028,47.812,2.0,123.524411768886,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0262,near0A,0.001,39.999,score_settle005,0.05,1.0,2,0.5,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,60.0,60.0,1.0,commit_after_tau_ai,18.5671726708387,0.10296617685830256,10.4520288239951,35.33,2.0,90.2632695423331,True,best prior dense+long simulated point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0263,near0A,0.001,39.999,score_settle005,0.05,1.0,2,0.5,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,60.0,60.0,1.0,commit_after_tau_ai,18.5671726708387,0.10296617685830256,10.4520288239951,35.33,2.0,90.2632695423331,True,deployable calibrated risk table + smooth score surrogate,R027 plan only; switching evidence requires derived Simulink run,False
R027_0264,near0A,0.001,39.999,score_settle005,0.05,1.0,2,0.5,near_opt_band_clipping,near_opt_band_clipping,band_projection,offline_comparator,60.0,60.0,1.0,commit_after_tau_ai,18.5671726708387,0.10296617685830256,10.4520288239951,35.33,2.0,90.2632695423331,False,clip naked candidate to empirical best+0.25 band,R027 plan only; switching evidence requires derived Simulink run,False
R027_0265,near0A,0.001,39.999,score_settle005,0.05,1.0,2,0.5,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,60.0,60.0,1.0,commit_after_tau_ai,18.5671726708387,0.10296617685830256,10.4520288239951,35.33,2.0,90.2632695423331,False,best+0.50 band; skip=min in band; phase<=q75/120ns; settle<=q75 for settling-aware objectives,R027 plan only; switching evidence requires derived Simulink run,False
R027_0266,near0A,0.001,39.999,score_settle005,0.05,1.0,2,0.5,naked_smooth_continuous,naked_smooth_continuous,smooth_continuous,negative_control,60.0,60.0,1.0,commit_after_tau_ai,18.5671726708387,0.10296617685830256,10.4520288239951,35.33,2.0,90.2632695423331,True,quadratic_vertex; realized by nearest measured point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0267,near0A,0.001,39.999,score_settle005,0.05,2.0,4,0.5,fixed_40us_precommitted,fixed,fixed,baseline,40.0,40.0,0.0,precommitted,18.7746575226316,0.310451028651201,10.8973455449204,21.8220000000001,2.0,110.846160114824,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0268,near0A,0.001,39.999,score_settle005,0.05,2.0,4,0.5,fixed_80us_precommitted,fixed,fixed,baseline,80.0,80.0,0.0,precommitted,19.596509835245,1.1323033412646026,10.1510195226028,47.812,2.0,123.524411768886,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0269,near0A,0.001,39.999,score_settle005,0.05,2.0,4,0.5,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,60.0,60.0,2.0,commit_after_tau_ai,18.5671726708387,0.10296617685830256,10.4520288239951,35.33,2.0,90.2632695423331,True,best prior dense+long simulated point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0270,near0A,0.001,39.999,score_settle005,0.05,2.0,4,0.5,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,60.0,60.0,2.0,commit_after_tau_ai,18.5671726708387,0.10296617685830256,10.4520288239951,35.33,2.0,90.2632695423331,True,deployable calibrated risk table + smooth score surrogate,R027 plan only; switching evidence requires derived Simulink run,False
R027_0271,near0A,0.001,39.999,score_settle005,0.05,2.0,4,0.5,near_opt_band_clipping,near_opt_band_clipping,band_projection,offline_comparator,60.0,60.0,2.0,commit_after_tau_ai,18.5671726708387,0.10296617685830256,10.4520288239951,35.33,2.0,90.2632695423331,False,clip naked candidate to empirical best+0.25 band,R027 plan only; switching evidence requires derived Simulink run,False
R027_0272,near0A,0.001,39.999,score_settle005,0.05,2.0,4,0.5,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,60.0,60.0,2.0,commit_after_tau_ai,18.5671726708387,0.10296617685830256,10.4520288239951,35.33,2.0,90.2632695423331,False,best+0.50 band; skip=min in band; phase<=q75/120ns; settle<=q75 for settling-aware objectives,R027 plan only; switching evidence requires derived Simulink run,False
R027_0273,near0A,0.001,39.999,score_settle005,0.05,2.0,4,0.5,naked_smooth_continuous,naked_smooth_continuous,smooth_continuous,negative_control,60.0,60.0,2.0,commit_after_tau_ai,18.5671726708387,0.10296617685830256,10.4520288239951,35.33,2.0,90.2632695423331,True,quadratic_vertex; realized by nearest measured point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0274,near0A,0.001,39.999,score_settle005,0.05,5.0,10,0.5,fixed_40us_precommitted,fixed,fixed,baseline,40.0,40.0,0.0,precommitted,18.7746575226316,0.310451028651201,10.8973455449204,21.8220000000001,2.0,110.846160114824,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0275,near0A,0.001,39.999,score_settle005,0.05,5.0,10,0.5,fixed_80us_precommitted,fixed,fixed,baseline,80.0,80.0,0.0,precommitted,19.596509835245,1.1323033412646026,10.1510195226028,47.812,2.0,123.524411768886,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0276,near0A,0.001,39.999,score_settle005,0.05,5.0,10,0.5,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,60.0,60.0,5.0,commit_after_tau_ai,18.5671726708387,0.10296617685830256,10.4520288239951,35.33,2.0,90.2632695423331,True,best prior dense+long simulated point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0277,near0A,0.001,39.999,score_settle005,0.05,5.0,10,0.5,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,60.0,60.0,5.0,commit_after_tau_ai,18.5671726708387,0.10296617685830256,10.4520288239951,35.33,2.0,90.2632695423331,True,deployable calibrated risk table + smooth score surrogate,R027 plan only; switching evidence requires derived Simulink run,False
R027_0278,near0A,0.001,39.999,score_settle005,0.05,5.0,10,0.5,near_opt_band_clipping,near_opt_band_clipping,band_projection,offline_comparator,60.0,60.0,5.0,commit_after_tau_ai,18.5671726708387,0.10296617685830256,10.4520288239951,35.33,2.0,90.2632695423331,False,clip naked candidate to empirical best+0.25 band,R027 plan only; switching evidence requires derived Simulink run,False
R027_0279,near0A,0.001,39.999,score_settle005,0.05,5.0,10,0.5,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,60.0,60.0,5.0,commit_after_tau_ai,18.5671726708387,0.10296617685830256,10.4520288239951,35.33,2.0,90.2632695423331,False,best+0.50 band; skip=min in band; phase<=q75/120ns; settle<=q75 for settling-aware objectives,R027 plan only; switching evidence requires derived Simulink run,False
R027_0280,near0A,0.001,39.999,score_settle005,0.05,5.0,10,0.5,naked_smooth_continuous,naked_smooth_continuous,smooth_continuous,negative_control,60.0,60.0,5.0,commit_after_tau_ai,18.5671726708387,0.10296617685830256,10.4520288239951,35.33,2.0,90.2632695423331,True,quadratic_vertex; realized by nearest measured point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0281,near0A,0.001,39.999,score_settle010,0.1,0.0,0,0.5,fixed_40us_precommitted,fixed,fixed,baseline,40.0,40.0,0.0,precommitted,19.8657575226316,0.3164510286511977,10.8973455449204,21.8220000000001,2.0,110.846160114824,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,True
R027_0282,near0A,0.001,39.999,score_settle010,0.1,0.0,0,0.5,fixed_80us_precommitted,fixed,fixed,baseline,80.0,80.0,0.0,precommitted,21.987109835245,2.4378033412645976,10.1510195226028,47.812,2.0,123.524411768886,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,True
R027_0283,near0A,0.001,39.999,score_settle010,0.1,0.0,0,0.5,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,30.0,30.0,0.0,commit_after_tau_ai,19.7840637899695,0.23475729598909822,11.5919004786901,14.796,2.0,107.601256046834,True,best prior dense+long simulated point,R027 plan only; switching evidence requires derived Simulink run,True
R027_0284,near0A,0.001,39.999,score_settle010,0.1,0.0,0,0.5,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,30.0,30.0,0.0,commit_after_tau_ai,19.7840637899695,0.23475729598909822,11.5919004786901,14.796,2.0,107.601256046834,True,deployable calibrated risk table + smooth score surrogate,R027 plan only; switching evidence requires derived Simulink run,True
R027_0285,near0A,0.001,39.999,score_settle010,0.1,0.0,0,0.5,near_opt_band_clipping,near_opt_band_clipping,band_projection,offline_comparator,35.0,35.0,0.0,commit_after_tau_ai,19.6731964742753,0.12388998029489784,11.0926204577509,19.444,2.0,103.952842906669,False,clip naked candidate to empirical best+0.25 band,R027 plan only; switching evidence requires derived Simulink run,True
R027_0286,near0A,0.001,39.999,score_settle010,0.1,0.0,0,0.5,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,30.0,30.0,0.0,commit_after_tau_ai,19.7840637899695,0.23475729598909822,11.5919004786901,14.796,2.0,107.601256046834,False,best+0.50 band; skip=min in band; phase<=q75/120ns; settle<=q75 for settling-aware objectives,R027 plan only; switching evidence requires derived Simulink run,True
R027_0287,near0A,0.001,39.999,score_settle010,0.1,0.0,0,0.5,naked_smooth_continuous,naked_smooth_continuous,smooth_continuous,negative_control,35.0,35.0,0.0,commit_after_tau_ai,19.6731964742753,0.12388998029489784,11.0926204577509,19.444,2.0,103.952842906669,True,quadratic_vertex; realized by nearest measured point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0288,near0A,0.001,39.999,score_settle010,0.1,0.5,1,0.5,fixed_40us_precommitted,fixed,fixed,baseline,40.0,40.0,0.0,precommitted,19.8657575226316,0.3164510286511977,10.8973455449204,21.8220000000001,2.0,110.846160114824,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,True
R027_0289,near0A,0.001,39.999,score_settle010,0.1,0.5,1,0.5,fixed_80us_precommitted,fixed,fixed,baseline,80.0,80.0,0.0,precommitted,21.987109835245,2.4378033412645976,10.1510195226028,47.812,2.0,123.524411768886,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,True
R027_0290,near0A,0.001,39.999,score_settle010,0.1,0.5,1,0.5,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,30.0,30.0,0.5,commit_after_tau_ai,19.7840637899695,0.23475729598909822,11.5919004786901,14.796,2.0,107.601256046834,True,best prior dense+long simulated point,R027 plan only; switching evidence requires derived Simulink run,True
R027_0291,near0A,0.001,39.999,score_settle010,0.1,0.5,1,0.5,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,30.0,30.0,0.5,commit_after_tau_ai,19.7840637899695,0.23475729598909822,11.5919004786901,14.796,2.0,107.601256046834,True,deployable calibrated risk table + smooth score surrogate,R027 plan only; switching evidence requires derived Simulink run,True
R027_0292,near0A,0.001,39.999,score_settle010,0.1,0.5,1,0.5,near_opt_band_clipping,near_opt_band_clipping,band_projection,offline_comparator,35.0,35.0,0.5,commit_after_tau_ai,19.6731964742753,0.12388998029489784,11.0926204577509,19.444,2.0,103.952842906669,False,clip naked candidate to empirical best+0.25 band,R027 plan only; switching evidence requires derived Simulink run,True
R027_0293,near0A,0.001,39.999,score_settle010,0.1,0.5,1,0.5,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,30.0,30.0,0.5,commit_after_tau_ai,19.7840637899695,0.23475729598909822,11.5919004786901,14.796,2.0,107.601256046834,False,best+0.50 band; skip=min in band; phase<=q75/120ns; settle<=q75 for settling-aware objectives,R027 plan only; switching evidence requires derived Simulink run,True
R027_0294,near0A,0.001,39.999,score_settle010,0.1,0.5,1,0.5,naked_smooth_continuous,naked_smooth_continuous,smooth_continuous,negative_control,35.0,35.0,0.5,commit_after_tau_ai,19.6731964742753,0.12388998029489784,11.0926204577509,19.444,2.0,103.952842906669,True,quadratic_vertex; realized by nearest measured point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0295,near0A,0.001,39.999,score_settle010,0.1,1.0,2,0.5,fixed_40us_precommitted,fixed,fixed,baseline,40.0,40.0,0.0,precommitted,19.8657575226316,0.3164510286511977,10.8973455449204,21.8220000000001,2.0,110.846160114824,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,True
R027_0296,near0A,0.001,39.999,score_settle010,0.1,1.0,2,0.5,fixed_80us_precommitted,fixed,fixed,baseline,80.0,80.0,0.0,precommitted,21.987109835245,2.4378033412645976,10.1510195226028,47.812,2.0,123.524411768886,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,True
R027_0297,near0A,0.001,39.999,score_settle010,0.1,1.0,2,0.5,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,30.0,30.0,1.0,commit_after_tau_ai,19.7840637899695,0.23475729598909822,11.5919004786901,14.796,2.0,107.601256046834,True,best prior dense+long simulated point,R027 plan only; switching evidence requires derived Simulink run,True
R027_0298,near0A,0.001,39.999,score_settle010,0.1,1.0,2,0.5,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,30.0,30.0,1.0,commit_after_tau_ai,19.7840637899695,0.23475729598909822,11.5919004786901,14.796,2.0,107.601256046834,True,deployable calibrated risk table + smooth score surrogate,R027 plan only; switching evidence requires derived Simulink run,True
R027_0299,near0A,0.001,39.999,score_settle010,0.1,1.0,2,0.5,near_opt_band_clipping,near_opt_band_clipping,band_projection,offline_comparator,35.0,35.0,1.0,commit_after_tau_ai,19.6731964742753,0.12388998029489784,11.0926204577509,19.444,2.0,103.952842906669,False,clip naked candidate to empirical best+0.25 band,R027 plan only; switching evidence requires derived Simulink run,True
